OID_,AC_type,Year,Passage_lift,Service_lift,Operate_start_work,bld_opr_hrs,Operate_start_weekend,Operate_hours_weekend,retail,parking,office,hotel,food,GHI,wind_speed_10m,CDH,landuse,NDVI,NDBI,BH,podium,area_podium,highrise,area_upper,Dist_mtr,bld_eui2,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
842,Individual Air-Conditioning System,1990,2,0,,,,,540.3983765,130.7271423,338.8114929,0,342.4633789,1426.666016,2.6457808,2.507078853,41,0.017887,0.0890245,82.2639008,0,0,1,119,118.7983033,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
843,Individual Air-Conditioning System,1990,3,0,8,11,8,11,958.1090698,0,1115.265137,0,699.8319702,1424.839966,3.9825611,2.507078853,11,0.0446244,0.0283713,80.0734863,1,1900,0,0,108.7571767,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
844,Central Air-Conditioning System,1990,2,1,8,11,8,11,1583.634644,1.6599561,310.5761719,0,1009.436462,1418.630981,3.1074107,2.507078853,11,0.0011927,0.0993645,99.7404327,1,1250,1,192,199.0010967,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
845,Central Air-Conditioning System,1990,4,1,8.5,10,8.5,5,173.5622864,0,184.4961548,0,622.8186646,1426.666016,2.6457808,2.507078853,11,0.0116642,0.0634956,52.2203941,1,496,0,0,146.2356525,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
846,Central Air-Conditioning System,1990,2,0,9,10,9,10,1018.257996,0,1624.134155,0,1802.354248,1424.839966,2.6457808,2.507078853,11,0.0385116,0.0478731,85.5159988,1,2956,0,0,42.17102887,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
847,Central Air-Conditioning System,1991,,,9,9,9,4,398.0235596,50.1865692,343.4650574,73.16539,512.4801025,1423.744019,3.9737449,2.507078853,11,0.0395234,0.0596479,4.9172449,1,4838,1,481,346.681271,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
848,Individual Air-Conditioning System,1991,4,0,,,,,418.1309814,0,586.1657104,0,347.9761963,1424.839966,2.6457808,2.507078853,11,0.0419692,-0.0365261,91.6047211,1,930,0,0,31.10370615,,NO,YES,NO,NO,NO,2018,10/13/2020,retro_after,28,1,31,yes,yes,,
849,Individual Air-Conditioning System,1991,2,0,,,,,182.6690826,88.1400375,88.6098785,60.343689,610.1906738,1424.839966,2.2251616,2.507078853,11,0.0130466,0.0169273,84.7292862,1,1267,1,210,177.241962,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
850,Central Air-Conditioning System,1991,2,0,,,,,577.4802246,37.2147102,82.5777588,0,811.335144,1423.744019,3.9825611,2.507078853,11,0.0910514,0.0281199,81.4791946,1,1700,1,193,227.7710233,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
851,Individual Air-Conditioning System,1991,1,0,,,,,143.9057617,49.159481,71.9376373,34.920639,1386.640381,1423.744019,3.9825611,2.507078853,41,0.134631,0.0197933,6.2962422,0,0,0,0,233.0590996,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
852,Central Air-Conditioning System,1991,,,9,9,9,4,827.9277344,0,3421.963623,189.7216797,583.6127319,1424.839966,3.9825611,2.507078853,11,0.0351743,0.0368725,42.2556076,1,1780,1,80,77.8308167,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
853,Individual Air-Conditioning System,1992,2,0,,,,,818.5522461,0,2447.265869,0,1140.930176,1424.839966,2.6457808,2.507078853,11,0.0255924,0.0587212,57.7719612,1,1067,1,92,30.19494123,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
854,Individual Air-Conditioning System,1992,2,0,,,,,1123.341187,80.6866989,509.9150085,15.3651514,1344.776489,1424.839966,3.9825611,2.507078853,11,0.0683673,0.0805708,98.3771133,1,3018,1,238,165.5945557,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
855,Individual Air-Conditioning System,1992,1,,,,,,917.3481445,98.3350449,173.8578796,0,1409.913574,1424.839966,3.9825611,2.507078853,41,0.0512657,0.0380258,86.4934158,1,3018,1,128,206.942105,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
856,Central Air-Conditioning System,1992,3,0,8,10.5,8,9,619.4731445,9.6574564,482.5959473,7.4103699,387.811615,1424.839966,2.2251616,2.507078853,1,0.0259288,0.0853101,28.2087498,1,268,1,51,260.5731281,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
857,Individual Air-Conditioning System,1992,2,0,,,,,1076.10669,51.8616295,376.2416382,0,2355.311768,1418.630981,2.2251616,2.507078853,11,0.0416977,0.065152,82.8005829,1,1101,1,164,239.5711917,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
858,Individual Air-Conditioning System,1993,2,,,,,,853.5219727,90.5256653,228.4398804,0,935.4641113,1423.744019,2.2251616,2.507078853,11,0.039309,0.0764687,79.4633484,1,1963,1,118,240.8788236,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
859,Individual Air-Conditioning System,1993,3,0,,,,,1185.193237,0,1941.954346,0,1875.563355,1424.839966,2.6457808,2.507078853,11,0.0190877,-0.0069259,51.6317749,1,2956,1,319,34.91449722,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
860,Individual Air-Conditioning System,1993,2,,,,,,2473.545654,58.5412292,1556.352905,64.2599792,1225.119995,1423.744019,3.9825611,2.507078853,11,0.011022,0.1062887,75.8020554,1,245,1,90,294.1184089,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
861,Individual Air-Conditioning System,1993,1,0,,,,,879.8967896,92.5579529,384.8981628,0,2087.18335,1424.839966,2.2251616,2.507078853,11,-0.0016077,0.0008045,71.8059769,1,873,1,73,219.5752119,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
862,Central Air-Conditioning System,1993,3,1,8,10,8,5,322.2729492,0,417.6546326,0,9.9654894,1425.571045,3.9737449,2.507078853,11,0.0357853,0.0696429,83.8940811,1,719,1,296,456.1931644,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
863,Central Air-Conditioning System,1994,3,0,8.5,10,8.5,6,356.9347229,0,626.0188599,0,127.3311081,1423.744019,3.9737449,2.507078853,11,0.0454366,0.0603693,90.1572113,1,5124,1,408,413.305476,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
864,Individual Air-Conditioning System,1994,2,0,,,,,443.2368164,0,1611.56311,176.6585999,738.2907104,1424.839966,3.9825611,2.507078853,11,0.0266433,0.0507841,18.1324577,0,0,1,160,140.8472892,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
865,Central Air-Conditioning System,1994,4,1,8.5,10,8.5,5,1015.858337,0,1085.361084,0,674.2026978,1424.839966,3.9825611,2.507078853,11,0.0159377,0.097576,118.3482437,1,1900,1,713,152.639974,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
866,Central Air-Conditioning System,1995,8,1,8,11,8,6,513.9993286,178.8534088,372.9233398,0,800.0021362,1426.666016,2.6457808,2.507078853,11,-0.0082267,-0.0038047,130.5870361,1,3709,1,927,198.7099622,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
867,Central Air-Conditioning System,1996,3,1,8.5,10,8.5,5,883.8757935,0,1285.805786,0,1262.987915,1424.839966,2.6457808,2.507078853,11,0.0161534,0.0283577,111.6943817,1,2956,1,299,90.96601605,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
868,Central Air-Conditioning System,1996,4,1,8,10,8,5,807.0124512,88.8220291,1356.453613,0,649.0820923,1433.972046,3.9737449,2.542894266,41,-0.0303849,0.0530828,102.6159668,1,5192,1,395,522.6772132,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
869,Central Air-Conditioning System,1997,8,1,8,11,8,6,2218.34082,84.8248291,1595.214356,0,3586.499512,1426.666016,3.1074107,2.507078853,11,-0.0257186,0.174359,18.7620983,0,0,0,0,183.6881879,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
870,Individual Air-Conditioning System,1997,2,0,,,,,653.578064,16.3308353,582.1100464,0,1410.137451,1424.839966,2.6457808,2.507078853,11,0.0014042,0.0582293,83.590126,1,919,1,160,70.9452273,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
871,Central Air-Conditioning System,1997,16,2,8.5,10.5,8.5,5.5,2218.34082,84.8248291,1595.214356,0,3586.499512,1426.666016,3.1074107,2.507078853,11,-0.0257186,0.174359,18.7620983,0,0,0,0,183.6881879,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
872,Individual Air-Conditioning System,1997,2,0,,,,,371.5842285,0,587.5927124,0,94.6770935,1425.571045,3.9737449,2.507078853,11,0.0563003,0.1731375,87.8057709,1,5124,1,170,433.6580331,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
873,Central Air-Conditioning System,1997,4,1,8,11,8,6,1452.208862,0,2885.308106,0,1043.354248,1424.839966,3.9825611,2.507078853,11,0.0151791,0.0401837,109.7048874,1,3298,0,0,125.7253557,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
874,Individual Air-Conditioning System,1998,3,1,,,,,180.1150513,92.5990295,93.9598389,82.9595261,654.0939331,1424.839966,2.2251616,2.507078853,11,0.0079284,0.0564094,117.2270279,1,1267,1,325,180.3704202,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
875,Central Air-Conditioning System,1998,3,1,8.5,11,8.5,6.5,579.2001343,68.0845795,376.3372192,12.1161489,963.321228,1423.744019,3.9825611,2.507078853,11,0.0501774,0.1126338,109.6569443,1,1843,1,401,300.8159841,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
876,Individual Air-Conditioning System,1998,1,,0,24,0,24,176.7341461,20.6120968,711.5861816,10.4689112,504.1096802,1423.744019,3.9737449,2.507078853,11,0.076841,0.0600838,7.8603072,1,4838,1,100,422.4375507,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
877,Individual Air-Conditioning System,1998,2,0,,,,,1368.410645,0,2132.513184,0,853.9163208,1424.839966,3.9825611,2.507078853,11,0.0618109,-0.0008269,71.5168686,1,3298,1,77,163.1733357,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
878,Central Air-Conditioning System,1998,3,0,8.5,10.5,8.5,5.5,1075.668823,81.0633545,557.7281494,0,1614.964356,1424.839966,2.2251616,2.507078853,11,-0.0207144,0.0688697,101.7120056,1,2585,1,367,128.3558751,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
879,Central Air-Conditioning System,1999,2,0,8,10.5,8,6,732.4942627,77.3451462,478.4892883,0,776.03479,1424.839966,3.1074107,2.507078853,1,0.1083123,0.0144,73.3311844,1,3555,1,658,106.5594196,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
880,Individual Air-Conditioning System,2000,2,0,,,,,371.5842285,0,587.5927124,0,94.6770935,1425.571045,3.9737449,2.507078853,11,0.0563003,0.1731375,87.8057709,1,5124,1,170,433.6580331,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
881,Individual Air-Conditioning System,2000,2,0,,,,,408.6536255,94.7109299,153.099762,78.5729828,387.5710144,1423.744019,3.9825611,2.507078853,11,0.0087041,0.1020233,92.3480148,1,542,1,265,293.2842605,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
882,Central Air-Conditioning System,2000,4,1,8,11,8,6,497.7908936,118.2986145,508.9509888,253.2031555,209.5973816,1433.972046,3.7347634,2.542894266,11,0.0678899,0.0605327,123.1756287,1,941,1,302,439.5886855,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
883,Individual Air-Conditioning System,2009,1,0,,,,,432.4153137,0,1481.375244,169.4512024,668.1663818,1424.839966,3.9825611,2.507078853,11,0.0266433,0.0507841,84.4014282,1,1649,1,73,143.8953442,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
884,Individual Air-Conditioning System,2017,,,,,,,691.6026001,0,2173.815918,9.8068581,903.8649902,1423.744019,3.9737449,2.507078853,1,0.1005793,0.0426019,16.7533627,1,1832,0,0,423.2988938,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
885,,1977,,,,,,,1469.212647,4.3769341,299.4222107,0,861.7383423,1418.630981,2.2251616,2.507078853,41,0.0011927,0.0993645,24.094286,0,0,1,35,195.1632211,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
886,Individual Air-Conditioning System,2020,2,,0,24,0,24,214.3092499,87.9816513,998.9286499,0,144.716217,1425.571045,3.9737449,2.507078853,11,-0.0120653,0.1348664,121.8763199,0,0,1,151,443.5459098,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
887,Central Air-Conditioning System,2017,3,,8,11,8,6,311.1642456,75.8553619,32.8836098,74.5925446,1020.661072,1429.223023,3.9737449,2.542894266,11,0.0340136,0.1617647,55.9864998,0,0,1,211,517.7223262,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
888,,1977,,,,,,,1042.706421,0,2183.156006,0,1008.738159,1426.666016,2.6457808,2.507078853,1,-0.0310239,-0.0007598,35.9296875,0,0,1,135,69.17752291,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
889,,1979,,,,,,,320.4461365,0,635.2102661,0,178.6731873,1425.571045,3.9737449,2.507078853,11,0.0678128,0.1340047,13.2991419,1,5124,1,306,395.1898092,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
890,,,,,,,,,289.3131409,7.9334674,421.0812683,39.3801003,466.07547,1423.744019,3.9737449,2.507078853,1,0.0543735,0.1523598,23.8213234,1,5124,1,79,350.8453598,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
891,,,,,,,,,497.6994324,0,1506.252564,0,517.0125732,1424.839966,3.9825611,2.507078853,41,0.0481539,0.0618182,24.2988625,1,2956,1,85,79.40689187,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
892,,,,,,,,,574.1905518,77.1312332,2401.699463,7.6795201,534.6850586,1425.571045,3.9737449,2.507078853,11,0.0980207,0.0419408,31.1650009,1,3640,1,117,407.0240144,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
893,,1994,2,,8.5,10.5,8.5,5.5,356.8389893,0,1045.761841,0,426.5717468,1433.972046,3.9737449,2.507078853,11,-0.007472,0.0315917,123.3359299,1,1170,1,625,508.5119487,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
894,,,,,,,,,224.5095215,0,911.7620239,75.149147,431.8464661,1423.744019,3.9737449,2.507078853,11,0.0206205,0.0656463,35.8297958,1,4838,1,150,358.0536567,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
895,,,,,,,,,490.2740479,33.4870682,250.351944,92.9944839,1810.712891,1423.744019,3.9825611,2.507078853,11,0.0087041,0.1020233,19.9579315,1,4639,1,269,289.4988066,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
896,Individual Air-Conditioning System,2009,2,0,,,,,818.5522461,0,2447.265869,0,1140.930176,1424.839966,2.6457808,2.507078853,11,0.0255924,0.0587212,108.0139465,1,1067,1,108,48.16041399,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
897,,,,,,,,,356.8389893,0,1045.761841,0,426.5717468,1433.972046,3.9737449,2.507078853,11,-0.007472,0.0315917,123.2810974,1,1170,1,625,517.0027328,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
898,,,,,,,,,432.4153137,0,1481.375244,169.4512024,668.1663818,1424.839966,3.9825611,2.507078853,11,0.0266433,0.0507841,84.4014282,1,1649,1,73,143.8953442,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
899,,,,,,,,,428.1076355,0,40.0832176,0,376.0284424,1428.493042,3.7347634,2.507078853,1,0.1443222,-0.0500969,27.6135101,0,0,1,61,299.0834478,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
900,,,,,,,,,632.8760986,78.2265091,189.7014313,3.9177141,1099.453003,1423.744019,3.9825611,2.507078853,41,0.0409754,0.1033058,13.2910748,1,1700,1,237,254.0173917,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
901,,,,,,,,,645.74646,0,1959.618286,0,826.5404663,1424.839966,3.9825611,2.507078853,11,0.0501754,0.0708355,23.5216312,1,1780,1,119,91.61471212,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
902,,,,,,,,,306.0217896,0,0,53.9022598,377.9605103,1425.571045,2.1408875,2.507078853,1,0.0954554,0.0359763,65.4525528,1,1044,1,1120,442.1986807,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
903,,1967,,,0,24,0,24,567.536499,67.5076828,90.4641113,0,1036.342041,1423.744019,3.9825611,2.507078853,11,0.0120444,0.0226586,20.1044273,1,1700,1,250,234.9602321,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
904,,,,,,,,,1123.341187,80.6866989,509.9150085,15.3651514,1344.776489,1424.839966,3.9825611,2.507078853,41,0.0683673,0.0805708,4.6831708,0,0,0,0,157.2521408,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
905,,,,,,,,,346.4373169,0,1395.181397,28.408762,591.3848877,1423.744019,3.9737449,2.507078853,1,0.0220588,0.1261787,93.3967972,1,4838,1,332,391.4351163,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
906,,,,,,,,,356.8389893,0,1045.761841,0,426.5717468,1433.972046,3.9737449,2.507078853,11,-0.007472,0.0315917,123.2810974,1,1170,1,625,517.0027328,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
907,,,1,,,,,,378.7861328,30.9269199,426.0116882,64.4049606,553.3561401,1423.744019,3.9737449,2.507078853,1,0.0522533,0.0038271,18.4706345,0,0,1,334,329.6806862,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
908,,,,,,,,,289.3131409,7.9334674,421.0812683,39.3801003,466.07547,1423.744019,3.9737449,2.507078853,11,0.0543735,0.1523598,22.2882347,1,1843,1,294,339.7037678,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
909,,,,,,,,,310.6174011,89.8733749,101.4884338,67.1494446,375.6809387,1429.223023,3.7347634,2.507078853,11,0.0583971,0.0011402,18.572052,1,325,1,154,400.0957385,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
910,,,,,,,,,798.4399414,0,168.7076721,0,176.7159424,1433.972046,3.7347634,2.542894266,41,0.046042,0.1449323,9.9123116,0,0,1,197,396.3049245,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
911,,,,,,,,,807.5178223,0,172.9964905,0,152.7929077,1433.972046,3.7347634,2.542894266,11,0.0719352,0.108427,45.6790085,1,114,1,77,374.8882964,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
912,,1980,,,,,,,320.4461365,0,635.2102661,0,178.6731873,1425.571045,3.9737449,2.507078853,11,0.0678128,0.1340047,13.2991419,1,5124,1,306,395.1898092,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
913,Individual Air-Conditioning System,1970,,,,,,,934.8308105,65.0459518,1333.323731,0,566.3266602,1433.972046,3.7347634,2.542894266,11,0.0054794,0.0452032,23.2405453,1,5192,1,91,496.3005311,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
914,Individual Air-Conditioning System,,,,,,,,316.2639771,54.5339203,94.0356598,86.531395,781.7507324,1425.571045,3.9737449,2.507078853,11,0.0541216,0.111579,142.5319824,1,1261,1,702,474.5903742,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
915,Individual Air-Conditioning System,,,,,,,,645.74646,0,1959.618286,0,826.5404663,1424.839966,3.9825611,2.507078853,11,0.0501754,0.0708355,33.2432861,1,417,1,168,89.78961007,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
916,Individual Air-Conditioning System,1971,,,,,,,214.3092499,87.9816513,998.9286499,0,144.716217,1425.571045,3.9737449,2.507078853,41,-0.0190797,0.0632369,20.0928974,1,3640,1,376,430.5654079,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
917,Individual Air-Conditioning System,1980,,,,,,,437.792511,90.0373535,188.4913635,0,809.1334229,1424.839966,3.1074107,2.507078853,41,0.0304806,0.0278342,24.5398827,0,0,1,91,138.2050993,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
918,Individual Air-Conditioning System,1974,,,,,,,579.2001343,68.0845795,376.3372192,12.1161489,963.321228,1423.744019,3.9825611,2.507078853,11,0.0397326,0.0888383,23.7944927,1,1700,1,161,277.7998709,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
919,Central Air-Conditioning System,1975,,,,,,,224.5095215,0,911.7620239,75.149147,431.8464661,1423.744019,3.9737449,2.507078853,1,0.0390402,0.1166811,26.4572277,1,4838,0,0,368.8941319,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
920,Central Air-Conditioning System,,,,,,,,316.2639771,54.5339203,94.0356598,86.531395,781.7507324,1425.571045,3.9737449,2.507078853,11,0.0541216,0.111579,142.5319824,1,1261,1,702,474.5903742,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
921,Individual Air-Conditioning System,1985,,,,,,,416.5131226,53.9494934,306.7110596,83.4994736,571.6744995,1423.744019,3.9825611,2.507078853,11,0.0143921,0.0719637,18.8730145,1,5124,1,324,301.5953346,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
922,Individual Air-Conditioning System,1987,,,,,,,469.318634,78.6428833,279.8850098,93.4356461,558.2196045,1423.744019,3.9737449,2.507078853,11,0.0143921,0.0719637,80.6084824,1,5124,1,692,320.0851354,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
923,Individual Air-Conditioning System,1994,,,,,,,701.8403931,0,167.9977722,0,181.6487122,1429.223023,3.7347634,2.542894266,11,0.057242,-0.0278246,23.4069099,1,542,1,103,382.4367628,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
924,Individual Air-Conditioning System,1982,,,,,,,469.318634,78.6428833,279.8850098,93.4356461,558.2196045,1423.744019,3.9825611,2.507078853,11,0.0143921,0.0719637,111.2037582,0,0,1,203,303.012434,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
925,Individual Air-Conditioning System,1973,,,,,,,468.2028503,64.044632,56.4293556,96.8181458,491.6604309,1429.223023,3.9737449,2.507078853,1,0.0926641,0.0341297,40.4024391,1,1010,1,436,444.9180527,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
926,Individual Air-Conditioning System,1982,,,,,,,428.1076355,0,40.0832176,0,376.0284424,1428.493042,3.7347634,2.507078853,1,0.1443222,-0.0500969,27.6135101,0,0,1,61,299.0834478,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
927,Individual Air-Conditioning System,1978,,,,,,,1469.212647,4.3769341,299.4222107,0,861.7383423,1424.839966,2.2251616,2.507078853,41,0.0011927,0.0993645,27.8244057,1,919,1,164,180.3663579,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
928,Individual Air-Conditioning System,1980,,,,,,,705.22229,101.8596115,0,0,44.43647,1429.223023,3.7347634,2.507078853,1,0.1145876,-0.0086413,29.8365135,1,508,1,98,294.4927924,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
929,Individual Air-Conditioning System,1977,,,,,,,379.5476379,0,602.8733521,61.0045471,541.4782104,1433.972046,3.9737449,2.542894266,11,0.0648339,-0.056844,64.8343506,1,1894,1,572,497.566339,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
930,Individual Air-Conditioning System,,,,,,,,717.7979126,0,70.1312866,0,284.6311035,1429.223023,3.9737449,2.507078853,1,0.1126651,0.0381192,25.850853,1,1147,1,92,490.3367142,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
931,Individual Air-Conditioning System,1976,,,,,,,316.2639771,54.5339203,94.0356598,86.531395,781.7507324,1425.571045,3.9737449,2.507078853,11,0.0541216,0.111579,142.5319824,1,1261,1,702,474.5903742,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
932,Individual Air-Conditioning System,1977,,,,,,,332.9440308,53.7448006,806.8930054,0,659.9978027,1433.972046,3.9737449,2.542894266,11,0.0099043,-0.0422487,77.3876038,1,5192,1,296,529.3208139,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
933,Individual Air-Conditioning System,1981,,,,,,,240.2908173,13.1497965,964.3427734,0.341453,510.0715942,1423.744019,3.9737449,2.507078853,11,0.0944756,0.1140635,23.0990677,1,4838,1,425,402.8295166,,NO,NO,NO,YES,NO,2015,6/20/2019,retro_after,16,0,75,yes,,,
934,Individual Air-Conditioning System,,,,,,,,742.8885498,0,2970.932373,173.8891602,512.6373291,1424.839966,2.6457808,2.507078853,11,0.023525,-0.0412079,50.8085442,1,1780,1,220,66.23037427,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
935,Individual Air-Conditioning System,1987,,,,,,,624.4157104,88.0701065,309.3356018,248.507431,783.1074829,1418.630981,2.2251616,2.507078853,11,0.0915663,0.0062157,19.5972118,1,611,1,707,261.2378745,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
936,Individual Air-Conditioning System,1968,,,,,,,915.8664551,49.0548286,3586.766357,80.165947,1472.999878,1425.571045,3.9825611,2.507078853,1,0.0429758,0.0462351,14.4909086,1,359,1,306,328.067905,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
937,Individual Air-Conditioning System,,,,,,,,397.0885315,0,1356.097168,166.8114319,606.1370239,1424.839966,3.9825611,2.507078853,11,0.0183077,0.0487636,25.6771564,0,0,1,62,111.8506597,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
938,Individual Air-Conditioning System,1977,,,,,,,650.3497925,88.9104691,129.6434326,184.6819305,425.4288025,1429.223023,3.9737449,2.507078853,11,0.1110312,-0.0393277,73.1781693,1,354,1,268,471.850528,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
939,Individual Air-Conditioning System,1972,,,,,,,574.1905518,77.1312332,2401.699463,7.6795201,534.6850586,1425.571045,3.9737449,2.507078853,11,0.0960105,0.0845844,43.0466003,1,3640,1,306,416.8095041,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
940,Individual Air-Conditioning System,1985,,,,,,,827.7303467,128.7091217,795.6171265,78.9057312,1310.51062,1424.839966,2.2251616,2.507078853,11,0.0390768,0.047825,51.122406,1,3018,1,118,199.9710021,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
941,Central Air-Conditioning System,1982,,,9,9.5,9,4,2226.888184,85.1249008,1560.878662,21.0541515,638.9828491,1423.744019,2.2251616,2.507078853,11,0.0566713,0.0936762,79.2782898,1,548,1,450,298.2458745,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
942,Individual Air-Conditioning System,1991,,,,,,,1139.032349,0,2641.406006,0,1206.751953,1426.666016,2.6457808,2.507078853,11,0.0329159,0.0769231,82.6744308,1,1986,1,105,88.87195663,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
