OID_,AC_type,Year,Passage_lift,Service_lift,Operate_start_work,bld_opr_hrs,Operate_start_weekend,Operate_hours_weekend,retail,parking,office,hotel,food,GHI,wind_speed_10m,CDH,landuse,NDVI,NDBI,BH,podium,area_podium,highrise,area_upper,Dist_mtr,bld_eui2,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
2281,,2021,,,,,,,1133.494507,382.8360596,231.4637146,0,1703.217041,1411.32605,3.4964583,2.650340502,53,0.0087754,0.134941,13.1694145,0,0,0,0,473.2917606,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2282,,,,,,,,,393.5255432,205.2427521,421.2786255,93.6706238,1367.964478,1411.32605,2.4356415,2.686155914,11,-0.0288557,-0.0058893,99.5186691,1,4713,1,246,510.6496091,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2283,Central Air-Conditioning System,2021,1,,9,9,9,5,557.5733032,70.9059372,1358.437134,166.7135925,2072.384033,1413.517944,3.6496243,2.61452509,1,0.0515725,0.0492366,76.8408661,1,1130,0,0,157.7155856,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2287,Central Air-Conditioning System,2018,,,8.5,12,8.5,6,449.0337219,44.4415207,1774.638184,8.9163542,190.1954956,1465.017944,3.9135468,2.542894266,21,0.0894267,0.0416957,120.2549896,1,9300,1,439,3175.736457,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2289,,1980,,,,,,,291.3326721,69.6383743,935.0436401,83.3271103,299.2314453,1465.017944,1.1424819,2.542894266,11,0.1128308,0.0330043,88.6308441,1,9300,1,299,3112.985958,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2290,Individual Air-Conditioning System,1983,4,,,,,,606.1691284,170.2073669,2686.331543,0,500.6525879,1464.652954,4.6762519,2.542894266,21,0.0484645,-0.0071445,78.631485,1,1809,1,367,3258.108377,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2291,Individual Air-Conditioning System,1983,2,,,,,,1526.257324,63.3265419,4492.627441,0,746.7713623,1464.652954,3.9135468,2.542894266,41,0.0379746,0.0316549,18.2728977,1,9300,1,1349,3272.163104,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2292,Central Air-Conditioning System,1995,,,9,12,9,12,651.3275146,94.24897,5539.423828,0,252.8217316,1464.286987,4.6762519,2.542894266,11,0.0437003,-0.0229162,131.4758453,1,2545,1,1704,3260.69976,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2293,Central Air-Conditioning System,1995,6,1,9,11,9,4,651.3275146,94.24897,5539.423828,0,252.8217316,1464.286987,4.6762519,2.542894266,11,0.0437003,-0.0229162,131.4758453,1,2545,1,1704,3260.69976,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2296,Individual Air-Conditioning System,1976,1,,,,,,386.6803284,5.013339,1679.053345,0,604.0615234,1464.652954,4.6762519,2.542894266,11,0.0662303,-0.1437009,83.1468506,1,2493,1,1535,3287.970063,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2297,,1972,,,,,,,440.2271423,0,1866.623047,0,278.7555847,1464.652954,3.4538376,2.507078853,41,0.0152512,0.054143,4.50947,0,0,0,0,3336.142416,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2298,Central Air-Conditioning System,1971,3,,8.5,10.5,8.5,4.5,316.2639771,54.5339203,94.0356598,86.531395,781.7507324,1425.571045,3.9737449,2.507078853,11,0.0541216,0.111579,137.9817352,1,1261,1,702,483.2846262,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2299,Central Air-Conditioning System,1976,2,0,8.5,10.5,8.5,5,1083.099365,105.3661652,1474.260376,4.1548405,496.4729919,1389.046021,2.4864378,2.435448029,11,0.1375491,-0.0794127,37.6989021,0,0,1,331,297.1089859,,NO,YES,NO,NO,YES,2012,2/26/2016,retro_after,17,0,16,yes,,,
2300,,,,,,,,,624.4157104,88.0701065,309.3356018,248.507431,783.1074829,1418.630981,2.2251616,2.507078853,11,0.0558938,-0.1347686,71.1582642,1,611,1,707,266.159851,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2301,Central Air-Conditioning System,2003,16,2,,,,,5753.089844,0,181.3418579,0,786.4439087,1409.86499,2.5696273,2.507078853,11,-0.006865,0.023988,94.9852524,1,3315,1,3564,195.2396822,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2302,,1981,2,,,,,,1952.671875,0,1162.395386,34.7146759,2822.630127,1409.5,2.9142742,2.471263441,41,-0.0149315,0.1098378,7.0679755,0,0,0,0,169.9230015,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2303,Individual Air-Conditioning System,1992,1,,,,,,2048.284668,0,956.4691772,0,819.7026978,1410.96106,2.9142742,2.471263441,11,-0.0302743,0.0774607,76.3782654,1,2488,1,64,202.9693856,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2304,,1965,,,,,,,835.5256958,71.9998398,2917.814697,0,1338.323364,1410.96106,2.4760621,2.507078853,11,-0.0075937,0.0704291,33.827755,1,2442,1,199,311.2148569,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2305,Individual Air-Conditioning System,1977,1,1,,,,,1644.895996,99.2389145,1330.402954,1.4881153,1448.273926,1409.5,1.8082243,2.471263441,11,-0.0331351,0.0906185,59.1172791,1,291,1,158,184.6380814,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2306,,1991,,,,,,,94.4816513,0,181.8079071,0,0,1410.96106,2.4760621,2.507078853,11,0.0423532,0.0076494,94.1463013,1,1786,1,1318,211.4461918,,NO,YES,YES,YES,NO,2018,6/23/2020,retro_after,27,0,1,yes,,,
2307,Central Air-Conditioning System,1974,12,1,8,11,8,5,587.5974121,61.6988297,2591.359375,0,1408.782959,1413.151978,3.1372898,2.578709678,53,0.0288255,0.0124901,5.4744172,1,2596,0,0,366.0761932,,NO,YES,NO,NO,YES,2012,11/17/2014,retro_before,22,0,110,,,,
2308,Individual Air-Conditioning System,2016,3,,,,,,1395.690918,0,2284.302246,0,906.430481,1410.96106,1.8082243,2.507078853,11,0.0015775,0.0840055,35.256855,1,2619,1,84,105.7302307,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2309,,1985,,,,,,,1649.39978,0,41.7622223,0,1622.022827,1408.769043,2.9142742,2.471263441,11,0.0447026,0.1304793,57.987915,1,1957,1,247,306.3681633,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2310,,,,,,,,,316.2639771,54.5339203,94.0356598,86.531395,781.7507324,1425.571045,3.9737449,2.507078853,11,0.0541216,0.111579,142.5319824,1,1261,1,702,474.5903742,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2311,Individual Air-Conditioning System,1996,2,,,,,,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2312,,2004,,,,,,,1073.264893,0,5.7851377,0,1064.932251,1408.769043,1.9576809,2.471263441,11,0.0301508,0.0183559,115.4581833,1,1586,1,152,422.219674,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2313,,2018,2,,,,,,1236.12207,158.9176636,458.4185486,0,2726.112305,1405.482056,1.9576809,2.471263441,41,0.0424888,0.085935,49.3020248,0,0,0,0,443.6600518,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2314,Central Air-Conditioning System,1973,8,1,8,11,8,6,1371.218628,90.2170334,493.2692871,43.5423088,755.993042,1426.666016,2.4714458,2.507078853,11,-0.0482823,0.1063644,97.9326172,1,3572,1,1460,244.8112658,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2315,Central Air-Conditioning System,1978,17,1,8.5,9.5,8.5,9.5,1483.070679,61.7120285,1032.389893,0,827.9475098,1409.5,2.4864378,2.471263441,11,-0.0536426,0.0928516,67.0136414,1,6967,1,3283,175.3290663,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2316,Central Air-Conditioning System,1991,3,1,8.5,9.5,8.5,9.5,1483.070679,61.7120285,1032.389893,0,827.9475098,1409.5,2.4864378,2.471263441,11,-0.0536426,0.0928516,67.0136414,1,6967,1,3283,175.3290663,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2317,Central Air-Conditioning System,2008,7,1,8,12,8,6,773.1321411,0,1312.194214,0,564.4505615,1410.96106,2.4760621,2.507078853,11,-0.0327593,0.0905213,77.4364471,1,2716,1,1434,183.9114592,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2318,,2019,2,1,8,11,8,5.5,1530.976318,0,432.956604,0,711.1705933,1408.769043,3.1074107,2.507078853,11,0.0172705,0.0616479,27.0494404,1,297,1,250,284.4398613,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2319,Central Air-Conditioning System,2019,3,,,,,,2239.12207,0,1545.755127,0,3055.124023,1408.769043,3.1074107,2.507078853,11,0.0289049,0.0755015,57.0826759,1,2904,1,292,262.9416841,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2320,,,,,,,,,316.2639771,54.5339203,94.0356598,86.531395,781.7507324,1425.571045,3.9737449,2.507078853,11,0.0541216,0.111579,142.5319824,1,1261,1,702,474.5903742,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2321,Central Air-Conditioning System,1977,2,1,8,10,8,10,405.1670532,129.0284576,367.9975586,0,597.3480835,1426.666016,2.6457808,2.507078853,11,0.0403528,0.0232704,12.3634996,1,3709,1,456,206.8631085,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2322,Central Air-Conditioning System,1992,20,2,8,10.5,8,6,209.7151031,127.4316025,604.7713623,0,421.0288086,1398.907959,2.5116389,2.471263441,11,0.0398412,0.035888,219.398941,1,3857,1,3597,502.2446243,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2323,Central Air-Conditioning System,1992,16,2,8,10.5,8,6,209.7151031,127.4316025,604.7713623,0,421.0288086,1398.907959,2.5116389,2.471263441,11,0.0398412,0.035888,219.398941,1,3857,1,3597,502.2446243,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2324,,,,,,,,,1059.889648,81.3684235,428.0366211,0,2559.128418,1418.630981,2.2251616,2.507078853,11,0.0416977,0.065152,83.2617722,1,1101,1,164,235.4485082,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2325,Central Air-Conditioning System,1983,2,,8,11,8,5,439.5755615,22.1576099,112.5140076,186.4429321,221.8043365,1429.223023,3.7347634,2.507078853,1,0.0399695,-0.0192129,90.9737549,1,993,1,122,369.2499518,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2326,,1977,2,,,,,,1530.976318,0,432.956604,0,711.1705933,1408.769043,3.1074107,2.507078853,11,0.0172705,0.0616479,14.8523588,1,217,1,280,308.0569647,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2327,Individual Air-Conditioning System,1981,3,,0,24,0,24,1546.01001,0,303.0978088,0,3077.726318,1408.769043,2.4760621,2.507078853,41,0.0877193,0.0215373,52.9791412,1,531,1,457,340.6973312,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2328,,,,,,,,,2712.949219,2.9812684,2782.380859,0,4044.405029,1408.769043,2.4760621,2.507078853,41,0.1516373,-0.0534563,4.401978,0,0,0,0,281.9804351,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2329,,1975,2,,,,,,1487.37085,0,214.8771057,0,2690.891357,1408.769043,2.4760621,2.471263441,41,0.0415751,0.0290069,15.5743217,0,0,1,68,331.755373,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2330,Individual Air-Conditioning System,1958,1,,,,,,0,0,0,0,143.5088348,1405.482056,1.9576809,2.471263441,31,0.2253139,-0.0239376,45.5563507,0,0,0,0,390.9538902,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2331,Central Air-Conditioning System,1985,1,,8,16,8,13,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2332,Individual Air-Conditioning System,1968,1,,,,,,720.2732544,82.259613,0,92.1289062,828.4908447,1408.769043,3.1074107,2.507078853,11,0.0663522,0.0675361,37.6685524,1,611,1,109,321.8588885,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2333,Individual Air-Conditioning System,1973,1,,,,,,2794.208008,59.1475449,935.6646118,0,1069.793091,1410.96106,2.4760621,2.507078853,11,-0.1029027,0.1278495,75.5072098,1,2550,1,497,249.5508844,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2334,Central Air-Conditioning System,1998,18,2,8,11,8,5,3563.791504,27.8077393,84.816864,0,1768.828247,1413.517944,2.1358008,2.507078853,11,-0.0586885,0.2144469,33.6481133,1,10002,0,0,31.93043665,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2335,Central Air-Conditioning System,2006,4,1,8,12,8,5,1988.78125,0,742.9714966,0,754.3424683,1410.96106,2.9142742,2.471263441,11,-0.0051354,0.101614,57.6046104,1,2488,1,689,219.8614584,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2336,Individual Air-Conditioning System,2009,2,1,,,,,1832.009399,0,1160.173218,36.4346352,3001.530518,1409.5,2.9142742,2.471263441,11,0.0059479,-0.0078212,124.0148468,1,3669,1,129,189.98274,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2337,,1994,,,,,,,0,0,0,0,143.5088348,1405.482056,1.9576809,2.471263441,31,0.2253139,-0.0239376,45.5563507,0,0,0,0,390.9538902,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2338,Central Air-Conditioning System,2003,42,3,8,13,8,5,107.6830063,85.4731827,0,71.4952469,589.5841675,1420.822022,2.5973139,2.542894266,11,0.0279995,-0.0631644,165.0057373,1,19810,1,1126,263.6845657,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2339,Individual Air-Conditioning System,1985,,,,,,,902.057251,44.7551918,98.1959534,113.8299561,1627.317383,1418.630981,3.1074107,2.507078853,11,0.1834928,0.0189641,36.8416367,0,0,0,0,233.3927901,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2340,Individual Air-Conditioning System,1995,2,0,8,15,8,15,3649.888672,0,1024.392334,0,3003.169922,1410.96106,2.9142742,2.471263441,11,-0.0448052,0.0739691,53.5485764,1,1250,1,145,120.6163649,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2341,Central Air-Conditioning System,2011,3,,8,11,8,6.5,2496.24585,62.3907318,174.3087769,0,605.892334,1430.68396,2.9365766,2.757786739,11,0.0942249,0.0438247,32.115963,1,39677,0,0,85.73848996,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2342,,1997,2,0,,,,,2496.24585,62.3907318,174.3087769,0,605.892334,1430.68396,2.9365766,2.757786739,11,0.0942249,0.0438247,32.115963,1,39677,0,0,85.73848996,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2344,Central Air-Conditioning System,2016,6,,8.5,10.5,8.5,5.5,0,0,0,0.4655534,20.5579987,1416.073975,2.966485,2.650340502,11,0.0453895,0.0482844,67.3899994,1,8039,1,7563,468.1412041,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2345,Central Air-Conditioning System,2016,7,1,8.5,10.5,8.5,5.5,0,0,0,0.4655534,20.5579987,1416.073975,2.966485,2.650340502,11,0.0453895,0.0482844,67.3899994,1,8039,1,7563,468.1412041,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2346,Individual Air-Conditioning System,1982,3,4,,,,,0,132.9262848,10.275012,0,0,1420.457031,2.7667603,2.686155914,31,0.1119794,0.1461398,26.092556,1,650,1,862,964.1057588,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2347,,1987,2,6,,,,,541.9012451,140.5948944,1172.339966,0,172.4554596,1420.822022,4.7094259,2.686155914,21,0.1208022,0.1813304,51.2990913,1,2602,1,2824,1228.705585,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2348,,1982,6,,,,,,5362.717773,37.3918152,3532.986816,0,2197.581055,1421.187988,2.944468,2.686155914,11,-0.0302387,0.0436819,51.2231102,1,6134,1,2655,1027.807322,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2349,,1977,,,,,,,770.3641968,34.6093025,4959.669434,0,1486.10791,1420.457031,2.944468,2.686155914,21,-0.0247984,-0.0347917,51.4992447,1,6533,1,2918,957.456796,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2350,,,,,,,,,658.5752563,68.5472717,33.6037788,691.5647583,695.0566406,1425.936035,2.4418323,2.793602151,1,0.0439581,0.0094344,35.0186539,1,1386,1,272,139.731355,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2351,,,,,,,,,626.59729,0,1333.392456,0,383.5072937,1428.128052,2.4770186,2.793602151,11,0.06077,-0.0150353,71.776001,1,2351,1,165,371.450855,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2352,Individual Air-Conditioning System,1995,,,,,,,626.59729,0,1333.392456,0,383.5072937,1428.128052,2.4770186,2.793602151,11,0.06077,-0.0150353,71.776001,1,2351,1,165,371.450855,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2353,Individual Air-Conditioning System,,4,,,,,,636.6193848,0,1326.731934,365.8850708,390.2743225,1425.936035,2.4418323,2.793602151,1,0.0428439,0.0503959,91.2088852,1,850,0,0,170.3712416,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2354,Central Air-Conditioning System,1996,,,9.5,12.5,9.5,12.5,2306.17334,163.2321167,413.420929,619.0549927,401.5354004,1424.474976,2.3709137,2.793602151,11,0.0253616,0.1169675,90.102829,1,3309,1,803,29.66933029,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2355,,1975,,,,,,,658.5752563,68.5472717,33.6037788,691.5647583,695.0566406,1425.936035,2.4418323,2.793602151,1,0.0439581,0.0094344,35.0186539,1,1386,1,272,139.731355,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2356,,,,,,,,,0.50666,0,0,9.6047106,19.3038998,1426.301025,2.5826595,2.793602151,32,0.5430417,-0.2001005,20.0900002,0,0,0,0,149.0351101,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2357,,1994,,,,,,,626.59729,0,1333.392456,0,383.5072937,1428.128052,2.4770186,2.793602151,11,0.06077,-0.0150353,71.776001,1,2351,1,165,371.450855,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2358,,1981,,,,,,,0.50666,0,0,9.6047106,19.3038998,1426.301025,2.5826595,2.793602151,32,0.5430417,-0.2001005,20.0900002,0,0,0,0,149.0351101,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2359,Individual Air-Conditioning System,1998,,,,,,,710.5547485,0,458.2433167,79.6788101,162.5587158,1427.031982,2.8307033,2.793602151,1,0.012082,0.1191316,66.9989166,1,593,1,54,358.4287029,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2360,,1976,,,,,,,726.8946533,109.2806702,0,263.5062866,813.8388062,1424.474976,2.3709137,2.793602151,11,0.0477132,0.0608971,63.2236023,1,2847,1,945,80.38126075,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2361,,,,,,,,,1051.881104,121.8048248,114.4583054,825.8407593,673.9285889,1425.936035,3.1158793,2.793602151,1,0.0311271,0.0326288,60.8977585,1,645,1,705,81.72873332,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2362,,,,,,,,,358.3233337,33.6458549,76.0528946,435.977417,680.1068115,1425.936035,2.4418323,2.793602151,41,0.0683695,-0.0494402,6.7032585,0,0,0,0,284.7867725,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2363,,,,,,,,,625.6664429,193.3848267,1146.533936,98.6515427,2060.424561,1424.474976,3.1158793,2.793602151,11,0.0483959,-0.0235357,49.7527122,1,1198,1,304,166.860789,,NO,NO,YES,YES,NO,2015,5/24/2019,retro_after,16,0,64,yes,yes,,
2364,,,,,9,9,9,9,0.50666,0,0,9.6047106,19.3038998,1426.301025,2.5826595,2.793602151,32,0.5430417,-0.2001005,20.0900002,0,0,0,0,149.0351101,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2365,Individual Air-Conditioning System,1997,1,,,,,,816.6036377,46.1191711,0,0,251.4132843,1426.301025,2.4770186,2.793602151,41,0.0455517,0.0086509,44.1725845,1,1626,1,574,197.4139319,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2366,,1993,,,,,,,625.6664429,193.3848267,1146.533936,98.6515427,2060.424561,1424.474976,3.1158793,2.793602151,11,0.0483959,-0.0235357,49.7527122,1,1198,1,304,166.860789,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2367,Individual Air-Conditioning System,,1,,,,,,0,0,0,0,0,1419.362061,2.4128978,2.757786739,41,0.0424648,0.0054952,5.8105264,0,0,0,0,481.8753621,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2368,Central Air-Conditioning System,,,,,,,,174.0597839,251.7173157,750.1121826,0,1865.29187,1414.613037,2.1086197,2.61452509,11,0.0936337,-0.0029352,133.4668121,1,3806,1,2279,541.9530769,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2369,Central Air-Conditioning System,2009,6,1,,,,,0,61.1326942,0,0,91.6729889,1411.69104,1.9878299,2.61452509,11,0.0390964,0.0496541,28.8583012,1,5272,1,1246,836.558745,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2370,,2019,,,8,11,8,6,620.9008179,0,0,0,178.0649567,1411.69104,2.4185803,2.61452509,1,0.0634509,0.0810399,16.0394993,0,0,0,0,170.6273698,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2371,,,,,,,,,0,46.4139404,209.7119751,0,0,1411.69104,1.7801309,2.61452509,21,0.0399207,0.1058523,48.2254028,1,8850,1,7528,640.1058633,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2372,Individual Air-Conditioning System,1986,,,,,,,432.5994263,55.6172562,1134.235596,0,243.9385071,1411.69104,2.1086197,2.61452509,41,0.0344947,0.016477,19.1170731,0,0,0,0,468.1164399,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2373,Central Air-Conditioning System,2017,10,,8,11,8,6,0,0,0,0,0,1414.613037,2.5350289,2.61452509,32,0.0376148,0.1394892,18.7462902,1,2453,1,1180,665.003578,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2374,,2016,2,2,,,,,432.5994263,55.6172562,1134.235596,0,243.9385071,1411.69104,2.1086197,2.61452509,41,0.0344947,0.016477,19.1170731,0,0,0,0,468.1164399,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2375,Central Air-Conditioning System,2010,16,4,8.5,10.5,8.5,5.5,0,69.2967682,0,0,0,1418.995972,2.4301803,2.61452509,41,0.0247339,0.0497892,65.4446182,0,0,0,0,796.9763387,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2378,Central Air-Conditioning System,2018,12,,,,,,174.0597839,251.7173157,750.1121826,0,1865.29187,1414.613037,2.1086197,2.61452509,11,0.0936337,-0.0029352,133.4668121,1,3806,1,2279,541.9530769,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2379,Central Air-Conditioning System,1995,12,4,8.5,11,8.5,5,378.1639709,72.2293854,209.129776,0,413.717865,1414.248047,2.9353807,2.61452509,11,0.1384112,0.1358408,15.9552574,1,21311,0,0,1069.88432,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2380,,,,,,,,,85.3830261,309.3857727,274.6890564,0,264.2642517,1418.995972,2.4904308,2.61452509,41,0.1098306,-0.0095298,4.0849066,0,0,0,0,717.3483743,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2382,Individual Air-Conditioning System,2018,,,,,,,9.7365608,0,0,0,0,1406.212036,2.6463945,2.61452509,32,0.2186447,0.0544662,5.2796068,0,0,0,0,114.0225907,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2383,,1983,,,,,,,1208.472168,111.7364883,654.7397461,0,775.8327637,1417.170044,2.529088,2.757786739,21,0.0280127,0.1184165,51.4582596,1,10441,1,3943,515.8734482,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2384,,1989,,,,,,,643.7991943,170.2569733,321.4240723,0,293.6036682,1416.805054,2.6409299,2.721971327,21,0.0333524,0.0808611,18.5702305,0,0,0,0,361.0342997,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2385,Individual Air-Conditioning System,1989,4,2,8,11,8,11,643.7991943,170.2569733,321.4240723,0,293.6036682,1416.805054,2.6409299,2.721971327,21,0.0333524,0.0808611,18.5702305,0,0,0,0,361.0342997,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2391,Central Air-Conditioning System,,2,,,,,,0,129.4836426,190.2118988,0,0,1415.343994,2.5172055,2.650340502,23,0.0317962,0.0348088,50.3398399,1,8593,1,7862,511.5238681,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2395,Individual Air-Conditioning System,1986,,,,,,,9941.488281,286.3613586,3083.699463,0,5334.727539,1418.995972,2.651444,2.721971327,11,-0.0059821,0.0549763,51.6856995,1,4313,1,1721,114.3692179,,NO,YES,YES,YES,YES,2018,3/20/2020,retro_after,15,0,224,yes,,,
2396,Central Air-Conditioning System,2008,6,,8,11.5,8.5,5,788.5136108,142.263382,731.4072266,0,1683.751953,1416.805054,2.529088,2.757786739,11,-0.0182023,0.047515,35.6543427,1,12980,1,1062,302.3469956,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2398,Central Air-Conditioning System,2017,13,,,,,,172.2356567,27.0281372,3564.998291,0,292.5190735,1416.805054,2.2967167,2.757786739,11,0.0160947,0.022114,166.4721985,1,13112,1,1770,371.2107894,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2400,Central Air-Conditioning System,1998,12,2,8,11,8,5,253.8610992,132.857132,4629.188965,0,804.9717407,1416.805054,2.626127,2.757786739,11,-0.0090558,-0.0065596,134.0614319,1,8387,1,1848,265.558555,,NO,YES,NO,NO,NO,2018,8/18/2020,retro_after,34,0,540,yes,,,
2401,Central Air-Conditioning System,2015,6,1,,,,,799.7617188,118.1281738,541.0629272,238.4702911,250.849823,1416.073975,2.425864,2.757786739,11,-0.0084854,0.0619423,137.7485809,1,2687,1,555,140.9888056,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
2402,Central Air-Conditioning System,2019,12,,8,12,8,6,0,0,0,0,0,1417.900024,3.4739401,2.757786739,32,0.13455,0.0529693,4.3150001,0,0,0,0,630.365533,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
